,area,eccentricity,perimeter,euler_number,orientation,solidity,area_bbox,area_convex,axis_major_length,axis_minor_length,firs_hu_moment,second_hu_moment,discrete_compactness,discrete_tortuosity,label
61,1927014.0,0.8820584637574349074,9089.525030154247361,-5.0,-1.5667506695330757349,0.9134741915788435751,3111310.0,2109544.0,2356.0792347593223894,1110.043087935872336,0.0008979764000026587995,7.4380662408411190406e-08,0.9995408183950339476,0.52149291604990477556,1.0
62,1811316.0,0.87504889096082139055,9885.999343708939705,-7.3333333333333330373,1.5320615039908598298,1.0,2615625.0,1930299.0,2203.3383458230259748,1066.4918684094952823,0.0008274246872901642319,6.488053382779816289e-08,0.99937820414050215767,0.5207300303336703795,1.0
63,2160463.0,0.8004278709942888037,12894.696095415221862,-13.0,1.3210426230789109603,0.86349682033482910715,3495764.0,2501993.0,2234.792953441413374,1339.5998866553341031,0.0008945741064431416041,7.877877845520777021e-08,0.9991876664027748989,0.5371960603262542211,1.0
64,1913012.0,0.8843802046097064551,8052.199994898219302,-0.5,1.4521423361455005896,0.9534883720930232842,2896344.0,2055646.0,2318.8924488205916532,1082.383021628322922,0.00089861910475505870927,7.8294558511850957596e-08,0.99967051750563151735,0.522355811889973376,1.0
65,1724926.0,0.87331354118249138185,7945.992888117032635,-9.0,-1.5620529077079736702,0.9376376280066164304,2551480.0,1839651.0,2157.2828396047448223,1050.9387932541308146,0.00081722277265888342446,6.3972812186427868195e-08,0.99960946338749012696,0.5236153119092628039,1.0
66,1575962.0,0.895552347695177553,7131.4262581944130943,-5.0,1.5515302371705304019,0.9133470106868812888,2480062.0,1725480.0,2194.1746791063524142,976.31155984111308044,0.0008239410949743843863,6.575197190557132089e-08,0.99966502756493169635,0.5190709416813935606,1.0
67,1652167.0,0.86151801023331175955,8296.916769671282964,-20.0,1.5491581974837140834,0.9402126190867771127,2403297.0,1757227.0,2060.7025579448613826,1046.2743510047932887,0.0008298461773338411569,6.638770688437128871e-08,0.9995221567120872175,0.52196557745073579593,1.0
68,1842892.0,0.8608183578094460442,9663.414423823091056,-34.0,1.4724154668980804495,0.92434706325803539517,2856749.0,1993723.0,2199.9366684683363928,1119.5748854975290669,0.00081654052658734245507,6.3585083638842168296e-08,0.9994253042554019917,0.52382184566063660913,1.0
69,2567644.0,0.8552848941835321517,10922.6217100730282255,-10.0,1.5290457818473470741,0.92967792766044965447,3795624.0,2761864.0,2551.175572036655467,1321.9121226916345222,0.0010509041006493006001,9.5142979877847566095e-08,0.99956030780939164604,0.52357849542654466557,1.0
70,829996.0,0.8663000147559961617,4502.5751775555818313,0.0,1.5515608108943577115,0.9468689857843478608,1238736.0,876569.0,1470.9463848354303082,734.77310712529049397,0.0007748683053713694216,6.004173923869192123e-08,0.99974115724875378675,0.5167692892436335228,1.0
71,2462746.0,0.8672151953940839819,11077.444040543363371,-9.0,1.5001196584262119771,0.8829236498801853461,3841270.0,2789308.0,2601.847677257558189,1295.5472104233485879,0.0009665628023158624217,9.6263332229706553696e-08,0.9995124091845630776,0.5266206199460917725,1.0
72,1118728.0,0.901535782700526811,6815.773408558277879,-17.0,-1.532998950748156064,0.9335600903244972715,1649934.0,1198346.0,1837.6875765716583828,795.1757863082739277,0.0007601120500029773068,5.7199025058776753972e-08,0.9994217937422145148,0.51637328339575527814,1.0
